S1_Temp,S2_Temp,S3_Temp,S4_Temp,S3_Light,S4_Light,S4_Sound,S6_PIR,S7_PIR,day_type,Time_of_day,Room_Occupancy_Count
25.19,25.19,24.63,25.5,0,0,0.07,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.05,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.63,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.63,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.56,0,0,0.07,0,0,0,0,0
25.19,25.19,24.63,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.07,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.05,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.07,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.63,25.5,0,0,0.05,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.05,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.56,0,0,0.06,0,0,0,0,0
25.13,25.19,24.63,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.63,25.5,0,0,0.07,0,0,0,0,0
25.19,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.07,0,0,0,0,0
25.19,25.13,24.56,25.44,0,0,0.07,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.19,25.19,24.63,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.63,25.44,0,0,0.06,0,0,0,0,0
25.19,25.19,24.63,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,0,0,0.05,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.63,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.05,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.19,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.19,25.13,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.07,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.05,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.19,25.13,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.07,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.5,25.44,0,0,0.07,0,0,0,0,0
25.13,25.19,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.07,0,0,0,0,0
25.13,25.19,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,0,0,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,0,0,0.05,0,0,0,0,0
25.13,25.13,24.56,25.5,0,0,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.19,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.5,25.38,0,0,0.05,0,0,0,0,0
25.13,25.13,24.56,25.44,0,0,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,0,0,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,1,1,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,1,1,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,1,1,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,1,1,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,1,1,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,1,1,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,1,1,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,1,1,0.06,0,0,0,0,0
25.13,25.13,24.5,25.5,1,1,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,1,1,0.06,0,0,0,0,0
25.13,25.13,24.5,25.5,2,1,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,2,1,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,2,1,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,2,1,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,2,1,0.08,0,0,0,0,0
25.13,25.13,24.5,25.44,2,1,0.05,0,0,0,0,0
25.13,25.13,24.5,25.44,2,1,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,2,1,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,2,2,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,3,2,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,3,2,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,3,2,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,3,2,0.06,0,0,0,0,0
25.13,25.13,24.5,25.38,3,2,0.07,0,0,0,0,0
25.06,25.13,24.5,25.44,3,2,0.05,0,0,0,0,0
25.13,25.13,24.5,25.44,3,2,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,4,2,0.06,0,0,0,0,0
25.13,25.13,24.5,25.38,4,2,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,4,2,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,4,3,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,4,3,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,4,3,0.05,0,0,0,0,0
25.13,25.13,24.5,25.44,4,3,0.07,0,0,0,0,0
25.13,25.13,24.5,25.38,5,3,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,5,3,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,5,3,0.07,0,0,0,0,0
25.13,25.13,24.5,25.38,5,3,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,5,3,0.07,0,0,0,0,0
25.06,25.13,24.5,25.38,5,3,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,5,4,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,5,4,0.07,0,0,0,0,0
25.13,25.13,24.5,25.38,5,4,0.06,0,0,0,0,0
25.13,25.13,24.5,25.38,5,4,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,5,4,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,5,4,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,6,4,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,6,4,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,6,4,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,6,4,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,6,5,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,6,5,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,7,5,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,7,5,0.06,0,0,0,0,0
25.13,25.13,24.5,25.38,7,5,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,7,5,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,7,5,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,8,5,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,8,5,0.06,0,0,0,0,0
25.06,25.19,24.5,25.38,8,5,0.07,0,0,0,0,0
25.06,25.13,24.5,25.38,8,5,0.07,0,0,0,0,0
25.06,25.13,24.5,25.38,8,5,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,9,5,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,9,5,0.07,0,0,0,0,0
25.13,25.13,24.5,25.38,9,5,0.07,0,0,0,0,0
25.06,25.13,24.5,25.44,9,5,0.07,0,0,0,0,0
25.13,25.13,24.5,25.38,10,6,0.07,0,0,0,0,0
25.06,25.13,24.5,25.44,10,6,0.07,0,0,0,0,0
25.06,25.13,24.5,25.38,10,6,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,10,6,0.07,0,0,0,0,0
25.06,25.13,24.5,25.38,10,6,0.07,0,0,0,0,0
25.13,25.13,24.56,25.44,10,6,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,10,6,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,10,6,0.07,0,0,0,0,0
25.06,25.13,24.56,25.38,10,7,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,11,7,0.06,0,0,0,0,0
25.06,25.19,24.5,25.38,11,7,0.06,0,0,0,0,0
25.06,25.13,24.56,25.38,11,7,0.07,0,0,0,0,0
25.13,25.13,24.5,25.38,11,7,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,11,7,0.07,0,0,0,0,0
25.13,25.13,24.5,25.38,12,7,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,12,8,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,12,8,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,12,8,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,12,8,0.07,0,0,0,0,0
25.06,25.13,24.5,25.38,13,8,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,13,8,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,13,8,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,13,8,0.06,0,0,0,0,0
25.06,25.13,24.5,25.5,13,9,0.07,0,0,0,0,0
25.06,25.13,24.5,25.44,14,9,0.06,0,0,0,0,0
25.06,25.19,24.5,25.44,14,9,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,14,9,0.08,0,0,0,0,0
25.13,25.13,24.5,25.44,14,9,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,14,9,0.06,0,0,0,0,0
25.13,25.13,24.5,25.38,14,9,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,14,9,0.07,0,0,0,0,0
25.13,25.13,24.56,25.44,14,10,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,14,10,0.08,0,0,0,0,0
25.06,25.13,24.5,25.38,14,10,0.07,0,0,0,0,0
25.06,25.13,24.5,25.44,15,10,0.07,0,0,0,0,0
25.06,25.13,24.5,25.44,15,10,0.07,0,0,0,0,0
25.06,25.13,24.5,25.44,15,10,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,15,10,0.07,0,0,0,0,0
25.06,25.13,24.56,25.44,16,10,0.07,0,0,0,0,0
25.06,25.13,24.5,25.44,16,10,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,16,11,0.07,0,0,0,0,0
25.06,25.13,24.5,25.44,17,11,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,17,11,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,17,12,0.07,0,0,0,0,0
25.06,25.13,24.5,25.44,17,12,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,17,12,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,18,12,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,18,13,0.05,0,0,0,0,0
25.06,25.13,24.56,25.38,18,13,0.07,0,0,0,0,0
25.06,25.13,24.56,25.38,19,13,0.06,0,0,0,0,0
25.06,25.13,24.56,25.38,19,13,0.06,0,0,0,0,0
25.06,25.13,24.56,25.38,19,13,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,20,13,0.06,0,0,0,0,0
25.06,25.13,24.56,25.38,20,13,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,20,14,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,20,14,0.07,0,0,0,0,0
25.06,25.13,24.56,25.38,20,14,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,20,14,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,20,14,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,20,14,0.06,0,0,0,0,0
25.13,25.13,24.5,25.5,20,14,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,21,14,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,21,14,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,21,14,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,22,14,0.06,0,0,0,0,0
25.13,25.13,24.5,25.5,22,14,0.07,0,0,0,0,0
25.06,25.13,24.56,25.44,22,15,0.07,0,0,0,0,0
25.06,25.13,24.56,25.44,22,15,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,23,15,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,23,15,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,23,15,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,23,15,0.06,0,0,0,0,0
25.06,25.13,24.5,25.5,24,15,0.06,0,0,0,0,0
25.06,25.13,24.5,25.5,24,16,0.07,0,0,0,0,0
25.06,25.13,24.56,25.5,24,16,0.06,0,0,0,0,0
25.06,25.13,24.5,25.5,24,16,0.07,0,0,0,0,0
25.06,25.13,24.5,25.44,24,16,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,24,16,0.06,0,0,0,0,0
25.06,25.13,24.5,25.5,24,16,0.07,0,0,0,0,0
25.06,25.13,24.5,25.44,25,17,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,25,17,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,25,17,0.07,0,0,0,0,0
25.13,25.13,24.5,25.38,25,17,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,25,17,0.06,0,0,0,0,0
25.06,25.13,24.5,25.38,26,17,0.07,0,0,0,0,0
25.06,25.13,24.5,25.44,26,18,0.07,0,0,0,0,0
25.13,25.13,24.56,25.44,26,18,0.06,0,0,0,0,0
25.13,25.13,24.5,25.5,26,18,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,27,18,0.06,0,0,0,0,0
25.06,25.19,24.5,25.44,27,18,0.06,0,0,0,0,0
25.06,25.19,24.5,25.44,27,18,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,27,18,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,28,19,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,28,19,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,28,19,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,28,19,0.07,0,0,0,0,0
25.13,25.13,24.56,25.44,28,19,0.06,0,0,0,0,0
25.06,25.13,24.5,25.5,28,19,0.07,0,0,0,0,0
25.06,25.13,24.56,25.44,29,19,0.06,0,0,0,0,0
25.13,25.13,24.5,25.44,29,19,0.06,0,0,0,0,0
25.06,25.13,24.5,25.44,29,20,0.07,0,0,0,0,0
25.13,25.13,24.5,25.44,29,20,0.06,0,0,0,0,0
25.06,25.13,24.5,25.5,29,20,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,29,20,0.07,0,0,0,0,0
25.13,25.13,24.56,25.5,29,20,0.07,0,0,0,0,0
25.13,25.13,24.56,25.44,29,20,0.06,0,0,0,0,0
25.13,25.13,24.56,25.5,29,20,0.07,0,0,0,0,0
25.13,25.13,24.56,25.44,29,20,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,29,20,0.06,0,0,0,0,0
25.06,25.13,24.56,25.38,30,20,0.07,0,0,0,0,0
25.13,25.13,24.56,25.5,30,20,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,30,20,0.06,0,0,0,0,0
25.06,25.13,24.56,25.44,30,20,0.07,0,0,0,0,0
25.13,25.13,24.56,25.44,30,20,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,30,20,0.07,0,0,0,0,0
25.06,25.13,24.56,25.44,30,20,0.06,0,0,0,0,0
25.13,25.13,24.56,25.38,31,20,0.07,0,0,0,0,0
25.13,25.13,24.56,25.44,31,20,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,31,20,0.06,0,0,0,0,0
25.13,25.13,24.56,25.38,31,21,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,31,21,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,32,21,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,32,21,0.06,0,0,0,0,0
25.06,25.13,24.56,25.38,32,21,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,32,21,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,32,21,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,32,21,0.06,0,0,0,0,0
25.06,25.13,24.56,25.5,32,21,0.06,0,0,0,0,0
25.06,25.13,24.56,25.56,32,21,0.07,0,0,0,0,0
25.06,25.13,24.56,25.5,32,21,0.07,0,0,0,0,0
25.13,25.13,24.56,25.44,32,21,0.07,0,0,0,0,0
25.06,25.13,24.56,25.44,32,21,0.07,0,0,0,0,0
25.13,25.13,24.56,25.44,33,21,0.06,0,0,0,0,0
25.13,25.13,24.56,25.5,33,21,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,33,22,0.06,0,0,0,0,0
25.13,25.13,24.56,25.44,33,22,0.06,0,0,0,0,0
25.13,25.13,24.63,25.38,33,22,0.07,0,0,0,0,0
25.13,25.13,24.63,25.44,33,22,0.06,0,0,0,0,0
25.13,25.13,24.56,25.38,33,22,0.07,0,0,0,0,0
25.13,25.13,24.56,25.38,33,22,0.06,0,0,0,0,0
25.13,25.13,24.63,25.38,33,22,0.06,0,0,0,0,0
25.13,25.13,24.56,25.31,34,22,0.07,0,0,0,0,0
25.13,25.13,24.56,25.38,34,22,0.06,0,0,0,0,0
25.13,25.13,24.56,25.38,34,23,0.07,0,0,0,0,0
25.13,25.13,24.56,25.38,34,22,0.06,0,0,0,0,0
25.13,25.13,24.56,25.38,34,22,0.07,0,0,0,0,0
25.13,25.13,24.63,25.31,34,23,0.06,0,0,0,0,0
25.13,25.13,24.63,25.31,35,23,0.06,0,0,0,0,0
25.06,25.13,24.63,25.31,35,23,0.06,0,0,0,0,0
25.13,25.13,24.56,25.31,35,23,0.06,0,0,0,0,0
25.13,25.13,24.56,25.38,35,23,0.07,0,0,0,0,0
25.13,25.13,24.56,25.38,35,23,0.07,0,0,0,0,0
25.13,25.13,24.56,25.38,35,23,0.07,0,0,0,0,0
25.13,25.13,24.63,25.38,35,23,0.06,0,0,0,0,0
25.13,25.13,24.63,25.38,35,23,0.07,0,0,0,0,0
25.13,25.13,24.56,25.31,35,23,0.06,0,0,0,0,0
25.13,25.13,24.63,25.38,35,23,0.07,0,0,0,0,0
25.13,25.13,24.63,25.44,35,23,0.07,0,0,0,0,0
25.13,25.13,24.63,25.44,35,24,0.08,0,0,0,0,0
25.06,25.13,24.63,25.44,35,24,0.07,0,0,0,0,0
25.13,25.13,24.63,25.44,35,24,0.06,0,0,0,0,0
25.13,25.13,24.63,25.44,35,23,0.07,0,0,0,0,0
25.13,25.13,24.63,25.38,35,23,0.06,0,0,0,0,0
25.13,25.13,24.63,25.38,35,23,0.07,0,0,0,0,0
25.13,25.13,24.63,25.38,35,23,0.06,0,0,0,0,0
25.13,25.13,24.63,25.38,35,23,0.07,0,0,0,0,0
25.13,25.13,24.63,25.38,35,22,0.06,0,0,0,0,0
25.13,25.13,24.63,25.31,35,22,0.06,0,0,0,0,0
25.13,25.13,24.63,25.38,35,23,0.06,0,0,0,0,0
25.13,25.13,24.63,25.31,35,22,0.06,0,0,0,0,0
25.13,25.13,24.63,25.38,35,22,0.07,0,0,0,0,0
25.13,25.13,24.63,25.38,35,22,0.08,0,0,0,0,0
25.13,25.13,24.63,25.31,35,22,0.06,0,0,0,0,0
25.13,25.13,24.63,25.31,35,22,0.07,0,0,0,0,0
25.13,25.13,24.63,25.38,35,22,0.06,0,0,0,0,0
25.13,25.13,24.63,25.44,35,23,0.06,0,0,0,0,0
25.13,25.13,24.63,25.44,35,23,0.06,0,0,0,0,0
25.13,25.13,24.63,25.38,35,23,0.07,0,0,0,0,0
25.13,25.13,24.63,25.44,35,23,0.06,0,0,0,0,0
25.13,25.13,24.63,25.44,35,23,0.07,0,0,0,0,0
25.13,25.13,24.63,25.44,35,23,0.06,0,0,0,0,0
25.13,25.13,24.63,25.44,35,22,0.06,0,0,0,0,0
25.13,25.13,24.63,25.44,35,22,0.06,0,0,0,0,0
25.13,25.13,24.63,25.44,35,23,0.06,0,0,0,0,0
25.13,25.13,24.63,25.44,35,23,0.06,0,0,0,0,0
25.06,25.19,24.63,25.44,35,23,0.07,0,0,0,0,0
25.13,25.13,24.63,25.44,35,23,0.06,0,0,0,0,0
25.13,25.13,24.63,25.5,35,23,0.06,0,0,0,0,0
25.13,25.13,24.63,25.5,35,23,0.07,0,0,0,1,0
25.13,25.13,24.63,25.5,35,23,0.06,0,0,0,1,0
25.13,25.13,24.63,25.44,35,23,0.07,0,0,0,1,0
25.13,25.13,24.63,25.5,35,23,0.06,0,0,0,1,0
25.13,25.13,24.63,25.56,35,23,0.06,0,0,0,1,0
25.13,25.13,24.63,25.44,35,23,0.06,0,0,0,1,0
25.13,25.13,24.69,25.44,36,24,0.07,0,0,0,1,0
25.13,25.13,24.63,25.5,36,24,0.05,0,0,0,1,0
25.13,25.13,24.69,25.44,36,24,0.07,0,0,0,1,0
25.13,25.13,24.69,25.44,35,23,0.06,0,0,0,1,0
25.13,25.13,24.63,25.44,36,23,0.06,0,0,0,1,0
25.13,25.13,24.69,25.44,36,24,0.07,0,0,0,1,0
25.19,25.13,24.69,25.44,36,24,0.06,0,0,0,1,0
25.13,25.13,24.63,25.38,37,24,0.07,0,0,0,1,0
25.13,25.13,24.69,25.38,36,24,0.06,0,0,0,1,0
25.19,25.13,24.69,25.38,37,24,0.06,0,0,0,1,0
25.13,25.19,24.69,25.44,37,24,0.06,0,0,0,1,0
25.13,25.13,24.69,25.44,36,24,0.07,0,0,0,1,0
25.13,25.13,24.69,25.44,36,24,0.07,0,0,0,1,0
25.13,25.13,24.69,25.5,36,24,0.06,0,0,0,1,0
25.13,25.13,24.69,25.44,37,24,0.07,0,0,0,1,0
25.13,25.13,24.56,25.31,35,24,0.1,0,0,0,1,0
25,25,24.5,25.31,36,24,0.09,0,0,0,1,0
25,25.06,24.56,25.31,36,24,0.1,0,0,0,1,0
25,25,24.56,25.38,36,24,0.11,0,0,0,1,0
25,25,24.56,25.31,36,24,0.1,0,0,0,1,0
25.06,25,24.5,25.31,36,24,0.1,0,0,0,1,0
25,25,24.56,25.31,36,24,0.1,0,0,0,1,0
25,25,24.56,25.31,35,24,0.1,0,0,0,1,0
25,25,24.56,25.31,36,24,0.1,0,0,0,1,0
25.06,25,24.56,25.31,36,24,0.1,0,0,0,1,0
25,25,24.56,25.31,36,24,0.1,0,0,0,1,0
25.06,25,24.56,25.31,35,24,0.09,0,0,0,1,0
25,25,24.56,25.31,36,24,0.09,0,0,0,1,0
25.06,25,24.56,25.31,36,24,0.1,0,0,0,1,0
25,25,24.56,25.25,36,24,0.1,0,0,0,1,0
25,25,24.56,25.31,36,24,0.1,0,0,0,1,0
25,25,24.56,25.38,36,24,0.1,0,0,0,1,0
25,25,24.56,25.31,36,24,0.1,0,0,0,1,0
25,25.06,24.56,25.31,37,24,0.11,1,0,0,1,0
25,25,24.56,25.38,37,24,0.11,0,0,0,1,0
25,25.06,24.56,25.38,36,24,0.1,0,0,0,1,0
25,25.06,24.56,25.38,37,24,0.09,0,0,0,1,0
25,25.06,24.56,25.38,37,24,0.1,0,0,0,1,0
25.06,25.06,24.56,25.44,37,24,0.1,0,0,0,1,0
25,25.06,24.56,25.44,37,24,0.1,0,0,0,1,0
